AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Min Relative Humidity,Soil_Moisture_mm,pH,Clay,Sand,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Heat_Stress_Days,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,is_extreme_Wind_Max,Yield,Temp_Range,Satellite_Info_1,Satellite_Info_2,Soil_Nutrient_Index,Heavy_Rain_Event,LST_Adjusted
5.034482759,Tangail,Kharif 1,32.5,Taramind,February,March to April,February to May,50,19.295412386972487,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2192,0.0356,Moderate,42.5,6.82,0.09,36.24,High Risk,0,5.0344827586206895,15.0,-3.104426161616341,-0.2411440961039578,0.4061984056350668,1,0.7003436837222807
0.4137931034,Narayanganj,Kharif 2,30.0,Mug,Feb,March to May,May,60,-7492.915946584404,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2399,0.0449,Moderate,0.0,7.91,0.03,41.18,Low Risk,0,0.4137931034482758,10.0,-0.6137014907861099,0.1438940059051399,-1.105551890387526,1,0.651754578956286
6.827586207,Magura,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,14.016952235863076,5.92,30.11,20.69,1.28,11.68,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2566,0.0593,Optimal,42.5,6.36,0.08,19.09,High Risk,0,6.827586206896552,28.0,-0.117848368021395,-0.6206725234078411,0.3874330771727772,1,-0.3769717654089959
47.86206897,Narail,Kharif 1,30.0,Ripe Papaya,April,No Need to Do,April to May,70,11.12698053736449,5.75,29.12,33.18,1.33,11.08,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4247,0.1693,Optimal,15.0,6.08,0.13,73.12,Moderate Risk,0,47.34354788069075,10.0,-1.393037787684919,-0.9634722872668596,-1.1470154767101648,1,1.5574629353517366
5.413793103,Nilphamari,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,52,-7492.915606780793,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2125,-0.0072,Moderate,0.0,6.02,0.02,40.41,Low Risk,0,5.413793103448276,17.0,1.8741481114865808,0.3401724810309678,-1.079924326687568,1,-0.07967141641267972
0.3103448276,Khagrachari,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,45,-7492.931414551198,5.58,32.68,28.85,1.27,10.36,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3649,0.0206,Optimal,10.0,0.86,0.0,48.38,Moderate Risk,0,0.3103448275862069,4.0,5.527041695073686,0.9246002383827668,-1.7099426415489742,1,-0.7404436054277994
0.8333333333,Satkhira,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,80,13.13604305182231,5.93,32.6,23.58,1.27,9.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3748,0.0432,Optimal,42.5,5.36,0.14,14.99,High Risk,0,0.8333333333333334,15.0,-2.744965177932216,-0.1479452356263808,0.2221119957265343,1,0.3416087654590001
0.4333333333,Panchagar,Rabi,21.0,Cheena,Nov,Dec to Feb,Feb to April,45,-2495.7410063155894,5.88,30.85,26.88,1.29,10.74,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.235,0.028,Moderate,0.0,6.48,0.01,3.5,Low Risk,0,0.4333333333333333,8.0,-0.8646203876004026,-0.9877450272643818,-0.545552610126157,0,-0.222956781015057
2.7,Panchagar,Kharif 1,27.5,Malta,June,June to August,August to September,80,20.56698645745927,5.88,30.85,26.88,1.29,10.74,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3775,-0.0104,Optimal,17.0,6.43,0.04,57.7,High Risk,0,2.7,15.0,-0.5618216846549959,0.9470611715881926,-0.545552610126157,1,1.4080065616404909
3.566666667,Natore,Kharif 1,27.5,Malta,June,June to August,August to September,80,17.52162262926147,5.91,39.91,26.47,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.289,0.0078,Optimal,42.5,6.74,0.09,15.87,High Risk,0,3.566666666666667,15.0,-1.3605748706341705,-0.5732960155004557,-1.025362468666997,1,1.0744900957542427
0.2666666667,Satkhira,Kharif 2,30.0,Mug,Feb,March to May,May,60,-7492.957396598133,5.93,32.6,23.58,1.27,9.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3045,0.0654,Optimal,0.0,6.2,0.06,45.03,Low Risk,0,0.2666666666666666,10.0,0.9147809141135392,-0.2049050645122656,0.2221119957265343,1,-0.9859563681840768
67.0,Narayanganj,Kharif 1,34.5,Jack Fruit,April,No Need to Do,April to June,70,16.64004425288047,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2869,0.017,Optimal,41.0,6.78,0.13,31.49,High Risk,0,67.0,25.0,-2.5570258417892853,-0.7016526739716957,-1.105551890387526,1,1.2832310808406646
2.366666667,Narail,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7492.969615107031,5.75,29.12,33.18,1.33,11.08,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.5684,0.211,Optimal,0.0,5.49,0.03,50.58,Low Risk,0,2.3666666666666667,6.0,1.342566155928182,-0.0136251905571568,-1.1470154767101648,1,-0.1581711747832628
2.633333333,Chuadanga,Rabi,20.0,Ginger,Oct,Nov to March,March to April,60,-2494.4405740755465,6.07,38.89,18.38,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.246,0.0547,Moderate,0.0,4.92,0.06,4.55,Low Risk,0,2.6333333333333333,10.0,2.1542943057739388,-1.962203129411917,-0.638460036239235,0,-0.2735103020938823
1.322580645,Patuakhali,Rabi,17.75,Wheat,Dec,Jan  to  March,April,50,-2491.066039863477,5.73,25.82,35.1,1.32,9.46,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2832,0.0662,Optimal,0.0,5.94,0.12,12.64,Low Risk,0,1.3225806451612905,4.5,-2.280481239045404,-1.4689566161973442,-0.648724779554988,1,-1.8283321881229426
7.580645161,Dhaka,Kharif 1,25.0,Amra,June,June to August,August to September,60,16.50212268614741,5.49,40.33,25.96,1.32,11.22,Acidic (Chua),Low,Clayey (Sét),0.3588,0.0076,Optimal,42.5,6.3,0.09,36.58,High Risk,0,7.580645161290323,10.0,-3.0356126815222337,-0.9807374626283284,-1.920032618676342,1,1.7307439233709374
9.774193548,Joypurhat,Kharif 1,25.0,Amra,June,June to August,August to September,60,21.08293404878098,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2992,0.0086,Optimal,42.5,6.02,0.07,20.44,High Risk,0,9.774193548387096,10.0,-0.7307167004586116,1.479762458166498,-1.912728633265285,1,0.5378844979144901
3.483870968,Netrokona,Kharif 1,32.5,Taramind,February,March to April,February to May,50,24.30309531048737,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2282,0.0244,Moderate,15.0,6.08,0.13,73.12,Moderate Risk,0,3.4838709677419355,15.0,-5.216917187066644,1.280233721907207,-0.0759431695087267,1,-0.4778125107401934
4.064516129,Shariatpur,Kharif 1,32.5,Taramind,February,March to April,February to May,50,13.811227289531857,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2485,0.0594,Moderate,34.0,6.68,0.12,31.7,High Risk,0,4.064516129032258,15.0,-1.8578176078027449,0.8097485246561404,1.129783218714213,1,0.39042441432485475
7.612903226,Bhola,Kharif 2,30.0,Green Palmyra,April,No Need to Do,May,60,-7493.040391268998,5.57,30.53,27.14,1.27,12.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2001,0.0368,Moderate,0.0,10.3,0.13,79.92,Low Risk,0,7.612903225806452,10.0,-0.2386083264537422,1.5628370293604958,2.2053602775339534,1,-1.4214864288624653
1.387096774,Gopalganj,Rabi,20.0,Ginger,Oct,Nov to March,March to April,60,-2495.514138832561,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.7272,0.3197,Optimal,0.0,4.8,0.05,7.71,Low Risk,0,1.3870967741935485,10.0,1.3078582675309496,-1.163306631757788,1.778379570909555,0,0.07578172018367013
4.516129032,Magura,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,52,-7492.926031211748,5.92,30.11,20.69,1.28,11.68,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2967,0.0306,Optimal,0.0,7.83,0.11,35.83,Low Risk,0,4.516129032258065,17.0,2.601516436275201,1.5696658284101497,0.3874330771727772,1,0.2581219630658893
0.5806451613,Gaibandha,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,45,-7492.912896880456,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.315,0.0212,Optimal,0.0,6.82,0.07,39.33,Low Risk,0,0.5806451612903226,15.0,0.0753633805611581,0.6657156369539468,-1.0066614655970505,1,-0.8491015799162938
1.375,Shariatpur,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,80,13.811227289531857,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3296,0.0329,Optimal,34.0,6.68,0.12,31.7,High Risk,0,1.375,15.0,-1.8578176078027449,0.8097485246561404,1.129783218714213,1,0.39042441432485475
1.9375,Sunamganj,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,80,24.674549068253903,5.89,33.84,29.64,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3545,0.0054,Optimal,5.0,6.12,0.11,120.01,Moderate Risk,0,1.9375,15.0,-5.937863527961503,3.358597157831506,-1.2076847204063133,1,-1.4568905223244997
0.25,Kishoreganj,Rabi,31.0,Sesame,Nov,Dec to Jan,Feb,45,-2495.6541020265936,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2587,0.0461,Optimal,0.0,4.29,0.01,4.09,Low Risk,0,0.25,8.0,0.3706085905499769,0.1206842730146301,0.0672443699865665,0,-0.4956706686600114
3.09375,Shariatpur,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,50,-2496.975977827891,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2587,0.0612,Optimal,0.0,4.92,0.03,6.57,Low Risk,0,3.09375,13.0,-0.3766819689614679,-1.8887368362632613,1.129783218714213,0,0.44052179313456463
2.0,Faridpur,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7492.916122143231,6.26,33.5,25.3,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3608,0.0851,Optimal,0.0,8.05,0.09,40.81,Low Risk,0,2.0,6.0,0.9268954254205284,0.2958705473358631,-1.2197422314320323,1,-0.4076689962141131
1.03125,Barguna,Kharif 2,25.0,Garlic,Oct,Nov to Jan,Feb,65,-7493.011575495759,5.71,29.17,25.11,1.27,10.19,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.422,0.0419,Optimal,0.0,7.86,0.08,63.49,Low Risk,0,1.03125,10.0,1.9995660177184256,1.772058049122662,1.3595206033884788,1,-0.9916598871904512
0.28125,Thakurgaon,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.91047108829,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2388,0.0342,Moderate,0.0,7.4,0.04,40.9,Low Risk,0,0.28125,15.0,2.523251244539148,0.0029126564483754,-0.1896617295769261,1,0.028210248733330445
0.375,Gazipur,Rabi,27.5,Groundnut,Oct,Nov to March,March to April,80,-2494.008325948728,5.75,32.53,28.89,1.3,12.05,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3002,0.0381,Optimal,0.0,3.9,0.06,4.19,Low Risk,0,0.375,15.0,-0.1443829257952829,-1.5765576826672527,-0.9146346973064116,0,0.25327729842274493
3.25,Rajbari,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.910641798322,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2601,0.0387,Optimal,0.0,7.83,0.11,35.83,Low Risk,0,3.25,19.0,0.6338785652378865,0.9210814988314762,2.7198322593966857,1,-0.3434227176122704
4.59375,Chuadanga,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7493.133024076198,6.07,38.89,18.38,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2713,0.0319,Optimal,3.0,7.92,0.06,27.71,Moderate Risk,0,4.59375,19.0,1.323581370298003,1.8072681384055425,-0.638460036239235,1,0.9797758324232291
2.4375,Satkhira,Rabi,20.0,Laushak,Sep,Oct to Nov,Nov to Feb,70,-2495.4366261264427,5.93,32.6,23.58,1.27,9.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4079,0.0417,Optimal,0.0,3.91,0.11,7.99,Low Risk,0,2.4375,10.0,0.7101778896149518,-2.4178567115058422,0.2221119957265343,0,-0.7039586664491821
2.75,Sunamganj,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7492.922429056725,5.89,33.84,29.64,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.334,0.0115,Optimal,0.0,5.89,0.1,69.31,Low Risk,0,2.75,17.0,-5.085266010179653,0.5684178204578517,-1.2076847204063133,1,-1.1369943456758733
3.46875,Cumilla,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7492.919316790945,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2908,0.0202,Optimal,0.0,5.92,0.03,41.2,Low Risk,0,3.46875,17.0,1.7941829638023634,0.7874138216125778,-0.4337854993555278,1,0.0762808136669264
1.727272727,Natore,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,80,17.52162262926147,5.91,39.91,26.47,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2573,0.0241,Optimal,42.5,6.74,0.09,15.87,High Risk,0,1.7272727272727273,15.0,-1.3605748706341705,-0.5732960155004557,-1.025362468666997,1,1.0744900957542427
2.0,Brahmanbaria,Kharif 1,27.0,Maize 1,March,April to May,June to July,60,18.65035059330932,5.7,34.18,25.82,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2808,0.0256,Optimal,42.5,6.61,0.12,42.21,High Risk,0,2.0,14.0,-2.75838926937129,1.6707800702385098,2.029774452771957,1,0.39731899139377447
21.18181818,Madaripur,Kharif 1,25.0,Amra,June,June to August,August to September,60,13.645916615401418,5.63,31.52,30.48,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3998,0.0328,Optimal,42.5,6.27,0.08,23.06,High Risk,0,21.181818181818183,10.0,-0.977646515820184,0.6060284136110692,1.5106726216616584,1,0.052219055112516344
0.303030303,Netrokona,Kharif 2,30.0,Mug,Feb,March to May,May,60,-7492.921479343506,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2282,0.0244,Moderate,0.0,5.49,0.03,50.58,Low Risk,0,0.303030303030303,10.0,-1.240524148793814,1.1165106786067385,-0.0759431695087267,1,-0.6839752717821739
1.272727273,Barguna,Kharif 1,25.0,Kakrol,April,May to July,July to Sep,60,18.148823538973865,5.71,29.17,25.11,1.27,10.19,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4123,0.0338,Optimal,5.0,5.38,0.06,30.71,Moderate Risk,0,1.2727272727272727,10.0,-1.9730358674732924,-0.6693709410438068,1.3595206033884788,1,0.47311030249949226
0.8787878788,Brahmanbaria,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,18.65035059330932,5.7,34.18,25.82,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3034,0.0251,Optimal,42.5,6.61,0.12,42.21,High Risk,0,0.8787878787878788,33.0,-2.75838926937129,1.6707800702385098,2.029774452771957,1,0.39731899139377447
6.151515152,Shariatpur,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,13.811227289531857,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2473,0.0665,Moderate,34.0,6.68,0.12,31.7,High Risk,0,6.151515151515151,28.0,-1.8578176078027449,0.8097485246561404,1.129783218714213,1,0.39042441432485475
0.4848484848,Jamalpur,Kharif 2,17.5,Tobacco,Oct,Nov to Feb,Feb to April,50,-7492.923506562298,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2122,0.0366,Moderate,0.0,6.82,0.07,39.33,Low Risk,0,0.4848484848484848,5.0,0.4398321140918846,1.340439442582192,0.4183817249211348,1,-0.10637336222788463
5.212121212,Meherpur,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7493.044154506788,6.22,37.87,18.94,1.28,13.51,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.245,0.0533,Moderate,9.0,8.43,0.04,27.12,Moderate Risk,0,5.212121212121212,6.0,1.6831701867604574,2.3067984370481027,-0.8284322461055669,1,0.8576229491381469
0.4242424242,Netrokona,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.921479343506,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2607,0.0311,Optimal,0.0,5.49,0.03,50.58,Low Risk,0,0.4242424242424242,15.0,-1.240524148793814,1.1165106786067385,-0.0759431695087267,1,-0.6839752717821739
1.545454545,Brahmanbaria,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.904442177155,5.7,34.18,25.82,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3096,0.0286,Optimal,0.0,5.66,0.08,40.61,Low Risk,0,1.5454545454545454,19.0,-0.4978837547428719,-0.0651066251541718,2.029774452771957,1,-0.04696728399477479
1.878787879,Jamalpur,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.923506562298,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2462,0.0253,Moderate,0.0,6.82,0.07,39.33,Low Risk,0,1.878787878787879,19.0,0.4398321140918846,1.340439442582192,0.4183817249211348,1,-0.10637336222788463
2.939393939,Habiganj,Kharif 2,21.0,Palong Shak,Aug,Sep to Jan,Feb,65,-7492.912588427318,5.58,28.52,25.83,1.23,14.88,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3177,0.0216,Optimal,0.0,5.52,0.05,57.42,Low Risk,0,2.9393939393939394,18.0,0.207201040658399,0.9547943758686402,2.055687927582037,1,-0.17744127172841218
0.2727272727,Rajbari,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,45,-7492.910641798322,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2845,0.0268,Optimal,0.0,7.83,0.11,35.83,Low Risk,0,0.2727272727272727,4.0,0.6338785652378865,0.9210814988314762,2.7198322593966857,1,-0.3434227176122704
2.352941176,Rajbari,Kharif 1,27.0,Maize 1,March,April to May,June to July,60,15.876646518970118,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.233,0.0463,Moderate,42.5,6.36,0.08,19.09,High Risk,0,2.3529411764705883,14.0,-0.8642448172292743,-0.416133257515566,2.7198322593966857,1,0.1550880242510857
6.558823529,Naogaon,Kharif 1,27.5,Malta,June,June to August,August to September,80,18.024082781651924,6.47,38.6,22.11,1.32,12.26,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2827,0.0131,Optimal,42.5,6.02,0.07,20.44,High Risk,0,6.5588235294117645,15.0,-2.271464230690235,0.0519044574028812,-1.6238030944783033,1,1.6498991903306433
13.11764706,Kishoreganj,Kharif 2,30.0,Green Palmyra,April,No Need to Do,May,60,-7492.912099655021,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2271,0.0164,Moderate,0.0,6.32,0.1,47.44,Low Risk,0,13.117647058823527,10.0,-2.6484699233004325,1.3821875878302217,0.0672443699865665,1,-0.7962839888435269
3.058823529,Dinajpur,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,52,-7492.920845017315,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2465,0.0196,Moderate,0.0,7.11,0.05,31.79,Low Risk,0,3.0588235294117645,17.0,2.462508233743632,1.48728007014412,-1.277515042615828,1,-0.1028551869653711
5.441176471,Joypurhat,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,52,-7492.908116698398,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2455,0.0308,Moderate,4.0,7.97,0.07,27.99,Moderate Risk,0,5.441176470588236,17.0,2.0102313593479697,2.6256517911616126,-1.912728633265285,1,0.42052324685352005
26.47058824,Chuadanga,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,50,-2494.4405740755465,6.07,38.89,18.38,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2713,0.0319,Optimal,0.0,4.92,0.06,4.55,Low Risk,0,26.47058823529412,10.0,2.1542943057739388,-1.962203129411917,-0.638460036239235,0,-0.2735103020938823
4.823529412,Netrokona,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7492.921479343506,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3099,0.0167,Optimal,0.0,5.49,0.03,50.58,Low Risk,0,4.823529411764706,17.0,-1.240524148793814,1.1165106786067385,-0.0759431695087267,1,-0.6839752717821739
1.085714286,Habiganj,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,80,21.53618938465714,5.58,28.52,25.83,1.23,14.88,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3234,0.0157,Optimal,26.0,6.14,0.09,74.75,High Risk,0,1.0857142857142856,15.0,-2.453024331452516,0.4412608191640079,2.055687927582037,1,0.18037485382308205
0.2857142857,Dinajpur,Rabi,31.0,Sesame,Nov,Dec to Jan,Feb,45,-2494.933807312677,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2169,0.0309,Moderate,0.0,7.31,0.08,4.18,Low Risk,0,0.2857142857142857,8.0,-0.4809205265205077,-0.545585234397815,-1.277515042615828,0,-0.4621527407869621
11.02857143,Bagerhat,Kharif 2,25.0,Black Berry,June,July to August,June  to September,65,-7492.939971736703,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4779,0.0416,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,11.028571428571428,10.0,2.707741743694672,-0.8950599896279239,3.4267975907503105,1,-1.509959583176908
4.028571429,Gopalganj,Kharif 1,32.5,Taramind,February,March to April,February to May,50,12.29173482224112,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.6154,0.3093,Optimal,42.5,6.27,0.08,23.06,High Risk,0,4.0285714285714285,15.0,-0.0232926055962911,-1.734270073895613,1.778379570909555,1,0.5967439963517904
1.914285714,Pabna,Kharif 1,25.0,Kakrol,April,May to July,July to Sep,60,16.930163482791954,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2885,0.0223,Optimal,42.5,6.75,0.12,21.89,High Risk,0,1.9142857142857144,10.0,-1.41699828196409,-1.6070647612996571,-0.7163506146840665,1,0.8990987924210572
0.8857142857,Jhallokati,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,13.569860619161386,5.93,31.9,16.34,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2127,0.0714,Moderate,42.5,5.86,0.04,22.73,High Risk,0,0.8857142857142857,28.0,0.0135108396379971,-1.1677032220438246,0.2274645318400207,1,-0.11394819556488756
1.942857143,Bagerhat,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,52,-7492.939971736703,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4599,0.0657,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,1.9428571428571428,17.0,2.707741743694672,-0.8950599896279239,3.4267975907503105,1,-1.509959583176908
0.6571428571,Chattogram,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,45,-7492.955839828368,6.31,37.8,22.9,1.3,10.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3456,0.0136,Optimal,0.0,10.625,0.03,51.72,Low Risk,1,0.6571428571428571,4.0,3.437198383827581,1.0756782408724477,-1.535491933654452,1,0.10335642269916434
0.2222222222,Pirojpur,Rabi,31.0,Sesame,Nov,Dec to Jan,Feb,45,-2496.3640446097806,5.79,29.02,23.88,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2965,0.0441,Optimal,0.0,4.33,0.04,11.23,Low Risk,0,0.2222222222222222,8.0,1.1978787217039133,-1.824438246016284,3.4267975907503105,1,-3.53591077906583
8.555555556,Madaripur,Kharif 1,32.5,Taramind,February,March to April,February to May,50,13.645916615401418,5.63,31.52,30.48,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2849,0.0846,Optimal,42.5,6.27,0.08,23.06,High Risk,0,8.555555555555555,15.0,-0.977646515820184,0.6060284136110692,1.5106726216616584,1,0.052219055112516344
1.0,Netrokona,Kharif 2,17.5,Tobacco,Oct,Nov to Feb,Feb to April,50,-7492.921479343506,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2607,0.0311,Optimal,0.0,5.49,0.03,50.58,Low Risk,0,1.0,5.0,-1.240524148793814,1.1165106786067385,-0.0759431695087267,1,-0.6839752717821739
2.583333333,Kishoreganj,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.912099655021,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2993,0.0309,Optimal,0.0,6.32,0.1,47.44,Low Risk,0,2.583333333333333,19.0,-2.6484699233004325,1.3821875878302217,0.0672443699865665,1,-0.7962839888435269
