B,Cu,EC,Fe,Feature_ID,K,Mn,N,OC,P,S,Scan_Lat,Scan_Lon,Zn,pH,village
1.36,1.98,0.16,2.28,29_524_shc_2024-25.14902,285.0,2.65,313.0,0.53,23.0,5.63,16.084000000000017,75.44399999999892,0.45,7.52,Kainakatti
1.86,2.3,0.23,2.01,29_524_shc_2024-25.12333,289.0,4.11,332.0,0.58,20.0,5.63,16.084000000000017,75.4519999999989,0.6,8.24,Kainakatti
1.69,2.11,0.27,2.45,29_524_shc_2024-25.12334,274.0,2.36,344.0,0.6,29.0,8.54,16.084000000000017,75.4519999999989,0.53,8.21,Kainakatti
6.33,2.52,0.22,1.96,29_524_shc_2024-25.14746,258.0,1.74,319.0,0.55,21.0,8.23,16.084000000000017,75.4519999999989,1.71,7.8,Kainakatti
1.58,2.71,0.26,2.23,29_524_shc_2024-25.14749,345.0,3.63,312.0,0.53,18.0,8.56,16.084000000000017,75.4519999999989,0.61,8.12,Kainakatti
0.85,3.01,0.25,3.04,29_524_shc_2024-25.14750,286.0,2.63,338.0,0.59,19.0,8.69,16.084000000000017,75.4519999999989,0.6,7.96,Kainakatti
0.96,2.23,0.23,2.16,29_524_shc_2024-25.14945,321.0,3.01,315.0,0.55,21.0,9.65,16.084000000000017,75.4519999999989,0.63,8.02,Kainakatti
0.75,2.71,0.21,2.16,29_524_shc_2024-25.14948,314.0,2.52,315.0,0.55,21.0,7.65,16.084000000000017,75.4519999999989,0.21,8.02,Kainakatti
1.58,2.45,0.26,2.23,29_524_shc_2024-25.15028,302.0,2.52,357.0,0.61,20.0,1.3,16.084000000000017,75.4519999999989,0.71,8.12,Kainakatti
0.66,0.55,0.24,1.86,29_524_shc_2024-25.15874,146.0,4.46,321.0,0.56,26.0,23.0,16.084000000000017,75.65399999999843,0.54,7.7,Katageri
0.49,0.74,0.3,1.26,29_524_shc_2024-25.15875,191.0,5.51,292.0,0.51,25.0,21.7,16.084000000000017,75.65399999999843,0.55,7.9,Katageri
0.62,0.19,0.12,0.51,29_524_shc_2024-25.4372,337.0,1.16,178.0,0.31,54.0,22.7,16.084000000000017,76.13599999999731,0.16,8.1,Ghattiganur
0.75,0.18,0.11,0.47,29_524_shc_2024-25.4428,225.0,0.93,172.0,0.3,14.0,14.2,16.084000000000017,76.1379999999973,0.3,8.1,Ghattiganur
0.84,0.96,0.1,2.68,29_524_shc_2024-25.11720,191.0,6.0,332.0,0.58,16.0,22.0,16.084000000000017,76.11599999999736,0.48,7.5,Hagedal
0.92,0.74,0.16,2.71,29_524_shc_2024-25.12157,168.0,5.59,326.0,0.57,17.0,20.2,16.084000000000017,76.11599999999736,0.71,7.4,Hagedal
0.57,0.36,0.08,0.84,29_524_shc_2024-25.19180,45.0,2.88,132.0,0.23,17.0,21.2,16.088000000000015,75.63199999999848,0.28,8.0,Katageri
0.58,0.48,0.76,3.12,29_524_shc_2024-25.17090,326.0,3.02,321.0,0.56,22.0,18.0,16.088000000000015,75.80999999999807,0.5,8.3,Budanagad
0.92,0.77,0.09,2.68,29_524_shc_2024-25.6112,180.0,6.71,235.0,0.41,17.0,16.0,16.088000000000015,76.11199999999737,0.88,7.4,Hagedal
0.86,0.68,0.09,2.71,29_524_shc_2024-25.11721,191.0,3.0,263.0,0.46,16.0,17.0,16.088000000000015,76.11199999999737,0.77,6.4,Hagedal
0.71,0.66,0.12,3.77,29_524_shc_2024-25.11974,146.0,6.18,252.0,0.44,15.0,19.2,16.088000000000015,76.11199999999737,0.19,7.1,Hagedal
0.69,0.87,0.09,3.18,29_524_shc_2024-25.11976,180.0,3.48,275.0,0.48,17.0,16.0,16.088000000000015,76.11199999999737,0.34,6.8,Hagedal
0.71,0.79,0.11,3.2,29_524_shc_2024-25.12111,180.0,3.45,263.0,0.46,18.0,13.7,16.088000000000015,76.11199999999737,0.26,6.9,Hagedal
0.48,0.68,0.09,3.26,29_524_shc_2024-25.12114,157.0,5.56,269.0,0.47,16.0,17.0,16.088000000000015,76.11199999999737,0.68,7.2,Hagedal
0.46,0.26,0.16,3.14,29_524_shc_2024-25.12124,168.0,3.0,310.0,0.54,16.0,17.0,16.088000000000015,76.11399999999736,0.19,6.8,Hagedal
0.86,0.74,0.18,2.66,29_524_shc_2024-25.11972,168.0,3.26,252.0,0.44,25.0,14.5,16.088000000000015,76.11999999999735,0.36,7.2,Bekamaladinni
0.93,0.79,0.21,2.55,29_524_shc_2024-25.12098,180.0,3.88,235.0,0.41,19.0,14.7,16.088000000000015,76.11999999999735,0.47,7.2,Bekamaladinni
0.97,0.68,0.21,2.81,29_524_shc_2024-25.12142,157.0,3.29,269.0,0.47,19.0,13.5,16.088000000000015,76.11999999999735,0.26,7.6,Bekamaladinni
0.47,0.21,0.11,0.28,29_524_shc_2024-25.15473,348.0,1.71,126.0,0.22,20.0,37.0,16.090000000000014,76.16999999999723,0.16,7.5,Hemawadgi
0.49,0.14,0.11,0.25,29_524_shc_2024-25.15482,270.0,1.55,143.0,0.25,57.0,20.0,16.090000000000014,76.16999999999723,0.21,8.1,Hemawadgi
0.3,0.25,0.13,0.3,29_524_shc_2024-25.15485,247.0,2.17,108.0,0.19,30.0,37.0,16.090000000000014,76.16999999999723,0.15,8.1,Hemawadgi
0.76,0.84,0.15,2.86,29_524_shc_2024-25.11737,168.0,3.55,310.0,0.54,16.0,22.0,16.090000000000014,76.11599999999736,0.26,7.4,Hagedal
0.48,0.77,0.15,3.66,29_524_shc_2024-25.11993,180.0,2.86,321.0,0.56,17.0,20.2,16.090000000000014,76.11599999999736,0.24,7.2,Hagedal
0.56,0.48,0.19,3.29,29_524_shc_2024-25.12170,191.0,3.26,332.0,0.58,17.0,16.0,16.090000000000014,76.11599999999736,0.26,7.4,Hagedal
0.97,0.67,0.12,2.29,29_524_shc_2024-25.12171,202.0,6.36,315.0,0.55,13.0,24.2,16.090000000000014,76.11599999999736,0.22,8.1,Hagedal
0.96,0.47,0.18,3.18,29_524_shc_2024-25.15949,180.0,3.86,241.0,0.42,18.0,15.2,16.092000000000013,76.26199999999702,0.41,8.3,Karadi
0.9,0.96,0.23,3.16,29_524_shc_2024-25.15950,180.0,2.88,269.0,0.47,8.0,11.0,16.092000000000013,76.26199999999702,0.42,7.2,Karadi
2.03,2.5,0.13,1.12,29_524_shc_2024-25.15245,345.0,2.32,235.0,0.41,33.0,7.96,16.094000000000012,75.43999999999893,0.75,7.69,Sheeparamatti
0.61,0.47,0.13,0.29,29_524_shc_2024-25.18842,101.0,2.36,252.0,0.44,13.0,11.7,16.094000000000012,75.72199999999827,0.37,7.3,Lingapur
0.48,0.64,0.13,2.81,29_524_shc_2024-25.15806,135.0,3.87,218.0,0.38,22.0,9.75,16.094000000000012,75.87799999999791,0.42,8.1,Ramathal
0.48,0.84,0.16,0.56,29_524_shc_2024-25.8790,202.0,3.0,235.0,0.41,20.0,199.0,16.094000000000012,76.16399999999724,0.46,7.6,Jalakamaladinni
0.73,0.36,0.2,2.68,29_524_shc_2024-25.15945,214.0,2.86,269.0,0.47,10.0,14.7,16.094000000000012,76.24999999999704,0.48,7.8,Karadi
0.84,0.47,0.2,3.0,29_524_shc_2024-25.15946,191.0,2.71,263.0,0.46,9.0,13.5,16.094000000000012,76.24999999999704,0.54,7.5,Karadi
0.66,0.77,0.24,2.96,29_524_shc_2024-25.15944,191.0,3.18,332.0,0.58,18.0,10.5,16.094000000000012,76.25799999999703,0.46,7.4,Karadi
1.11,2.01,0.21,2.11,29_524_shc_2024-25.16608,221.0,2.36,235.0,0.41,18.0,10.2,16.09600000000001,75.5839999999986,0.32,7.56,Hoolageri
0.93,0.42,0.21,3.8,29_524_shc_2024-25.19228,202.0,7.06,332.0,0.58,12.0,11.7,16.09600000000001,75.5839999999986,0.53,7.8,Hoolageri
0.5,0.33,0.2,0.73,29_524_shc_2024-25.4224,270.0,1.53,120.0,0.21,12.0,25.2,16.09600000000001,75.90999999999784,0.11,8.2,Budihal (Inam)
0.27,0.48,0.12,1.63,29_524_shc_2024-25.14186,124.0,2.57,212.0,0.37,19.0,11.5,16.09600000000001,75.8819999999979,0.24,8.2,Ramathal
0.29,0.72,0.1,2.19,29_524_shc_2024-25.15808,135.0,2.7,195.0,0.34,19.0,0.29,16.09600000000001,75.8819999999979,0.24,7.8,Ramathal
0.48,0.46,0.11,0.55,29_524_shc_2024-25.1513,157.0,2.66,229.0,0.4,26.0,12.2,16.09600000000001,76.24999999999704,0.15,6.5,Karadi
0.59,0.57,0.11,0.47,29_524_shc_2024-25.8090,181.0,2.88,166.0,0.29,30.0,13.5,16.09600000000001,76.24999999999704,0.12,8.3,Karadi
0.5,0.23,0.1,0.68,29_524_shc_2024-25.9401,225.0,2.7,206.0,0.36,31.0,8.25,16.09600000000001,76.24999999999704,0.26,7.4,Karadi
0.53,0.68,0.09,0.36,29_524_shc_2024-25.9404,180.0,3.16,79.0,0.13,18.0,9.5,16.09600000000001,76.24999999999704,0.14,6.9,Karadi
0.75,0.28,0.1,0.76,29_524_shc_2024-25.9592,202.0,2.0,172.0,0.3,36.0,6.25,16.09600000000001,76.24999999999704,0.46,7.6,Karadi
0.63,0.46,0.08,0.68,29_524_shc_2024-25.9518,90.0,1.36,198.0,0.34,45.0,15.5,16.09600000000001,76.20999999999714,0.92,8.0,Karadi
0.87,0.29,0.06,0.73,29_524_shc_2024-25.9557,101.0,1.24,155.0,0.27,72.0,5.25,16.09600000000001,76.20999999999714,0.63,7.7,Karadi
0.77,0.68,0.19,3.34,29_524_shc_2024-25.15951,180.0,2.96,310.0,0.54,15.0,11.0,16.09600000000001,76.25599999999703,0.55,7.8,Karadi
3.56,1.32,0.28,1.25,29_524_shc_2024-25.14274,263.0,0.55,292.0,0.51,28.0,15.6,16.09800000000001,75.43599999999894,0.52,8.32,Anawal
4.69,2.5,0.51,0.96,29_524_shc_2024-25.14275,241.0,0.42,357.0,0.61,22.0,18.2,16.09800000000001,75.43599999999894,0.41,8.11,Anawal
3.56,1.32,0.28,1.25,29_524_shc_2024-25.15281,263.0,0.55,292.0,0.51,28.0,15.6,16.09800000000001,75.43599999999894,0.52,8.32,Anawal
0.96,0.46,0.13,0.64,29_524_shc_2024-25.8788,258.0,21.8,155.0,0.27,14.0,7.75,16.09800000000001,76.16199999999725,0.57,7.6,Jalakamaladinni
0.47,0.26,0.16,0.7,29_524_shc_2024-25.8791,157.0,2.97,103.0,0.18,10.0,33.0,16.09800000000001,76.16199999999725,0.54,7.1,Jalakamaladinni
0.77,0.36,0.23,0.9,29_524_shc_2024-25.10072,153.0,4.36,155.0,0.27,82.0,17.5,16.10000000000001,75.75999999999819,0.23,7.3,Sirur
2.01,0.43,0.2,1.03,29_524_shc_2024-25.13873,157.0,3.46,115.0,0.2,42.0,17.2,16.10000000000001,75.75999999999819,0.38,7.3,Sirur
0.45,0.74,0.12,2.62,29_524_shc_2024-25.15812,124.0,3.17,126.0,0.22,30.0,4.5,16.10000000000001,75.88799999999789,0.22,8.1,Ramathal
0.45,0.74,0.13,0.93,29_524_shc_2024-25.9287,427.0,2.46,229.0,0.4,28.0,8.5,16.10000000000001,76.15599999999726,0.46,7.9,Chintakamaladinni
2.04,0.55,0.21,2.41,29_524_shc_2024-25.12258,123.0,3.16,143.0,0.25,5.0,18.0,16.10000000000001,75.97399999999769,0.18,7.5,Gangur
18.7,3.04,0.16,0.45,29_524_shc_2024-25.12211,146.0,0.76,263.0,0.15,25.0,0.16,16.10000000000001,76.24599999999705,2.53,7.5,Karadi
0.55,0.77,0.14,3.18,29_524_shc_2024-25.12251,168.0,3.29,235.0,0.41,20.0,21.0,16.10000000000001,76.24599999999705,0.16,8.8,Karadi
1.45,0.67,0.9,1.99,29_524_shc_2024-25.16612,183.0,2.52,361.0,0.63,25.0,14.2,16.102000000000007,75.58999999999858,0.24,7.63,Hoolageri
2.36,0.59,0.25,2.65,29_524_shc_2024-25.16615,220.0,2.52,364.0,0.63,13.0,12.3,16.102000000000007,75.58999999999858,0.21,7.95,Hoolageri
1.11,0.63,0.24,3.15,29_524_shc_2024-25.19088,25.0,4.52,321.0,0.56,18.0,15.2,16.102000000000007,75.58599999999859,0.36,7.75,Hoolageri
0.49,0.19,0.14,0.72,29_524_shc_2024-25.19158,303.0,2.72,252.0,0.44,39.0,5.75,16.102000000000007,75.75999999999819,0.12,7.8,Sirur
0.53,0.17,0.15,0.77,29_524_shc_2024-25.19236,292.0,1.88,361.0,0.63,27.0,18.5,16.102000000000007,75.75999999999819,0.23,7.5,Sirur
0.39,0.48,0.1,0.93,29_524_shc_2024-25.9930,101.0,2.0,189.0,0.33,31.0,10.5,16.102000000000007,75.72599999999827,0.57,7.8,Lingapur
0.61,0.48,0.11,0.63,29_524_shc_2024-25.17340,168.0,2.26,315.0,0.55,36.0,12.7,16.102000000000007,75.72199999999827,0.71,7.5,Lingapur
0.22,0.46,0.12,1.59,29_524_shc_2024-25.4643,315.0,1.71,132.0,0.23,66.0,21.7,16.102000000000007,75.91599999999782,0.18,7.8,Budihal (Inam)
1.41,0.96,0.26,1.69,29_524_shc_2024-25.12353,236.0,3.45,177.0,0.31,6.0,17.2,16.102000000000007,75.97399999999769,0.23,8.2,Gangur
1.39,0.73,0.24,1.48,29_524_shc_2024-25.15837,247.0,4.7,212.0,0.37,8.0,19.5,16.102000000000007,75.97399999999769,0.44,7.8,Gangur
0.43,0.54,0.32,0.79,29_524_shc_2024-25.10628,765.0,4.26,92.0,0.16,32.0,6.75,16.102000000000007,76.08599999999743,0.29,8.1,Ramawadgi
1.56,0.59,0.2,2.56,29_524_shc_2024-25.12271,135.0,3.84,292.0,0.51,10.0,11.0,16.102000000000007,76.24199999999706,0.42,7.7,Karadi
1.48,0.34,0.2,2.53,29_524_shc_2024-25.12272,146.0,3.21,321.0,0.56,13.0,8.5,16.102000000000007,76.24199999999706,0.21,7.9,Karadi
1.38,0.5,0.19,2.18,29_524_shc_2024-25.12283,146.0,4.37,332.0,0.58,18.0,11.7,16.102000000000007,76.24199999999706,0.22,8.1,Karadi
0.76,0.56,0.09,0.41,29_524_shc_2024-25.9721,191.0,3.4,143.0,0.25,32.0,13.0,16.102000000000007,76.2239999999971,0.4,7.4,Karadi
0.66,0.34,0.05,1.43,29_524_shc_2024-25.13783,270.0,4.76,103.0,0.18,26.0,6.75,16.104000000000006,75.73599999999824,0.11,7.4,Sirur
0.61,0.46,0.04,1.36,29_524_shc_2024-25.18749,409.0,5.27,115.0,0.2,24.0,7.0,16.104000000000006,75.73599999999824,0.16,7.1,Sirur
0.86,0.34,0.08,0.67,29_524_shc_2024-25.18080,296.0,3.04,195.0,0.34,16.0,6.75,16.104000000000006,75.73799999999824,0.19,7.7,Sirur
0.56,0.73,0.5,0.76,29_524_shc_2024-25.18908,292.0,3.62,183.0,0.32,29.0,7.0,16.104000000000006,75.73999999999823,0.22,7.5,Sirur
0.39,0.59,0.13,0.8,29_524_shc_2024-25.13530,281.0,4.27,206.0,0.36,20.0,21.7,16.104000000000006,75.81599999999806,0.54,7.7,Sirur
0.76,0.32,0.08,0.64,29_524_shc_2024-25.16539,304.0,2.02,161.0,0.28,72.0,6.0,16.104000000000006,75.73199999999825,0.1,7.6,Sirur
0.48,0.42,0.09,0.56,29_524_shc_2024-25.16540,326.0,2.52,138.0,0.24,47.0,7.0,16.104000000000006,75.73199999999825,0.27,6.9,Sirur
0.72,0.54,0.09,0.69,29_524_shc_2024-25.19007,348.0,3.42,161.0,0.28,30.0,8.75,16.104000000000006,75.73199999999825,0.16,7.9,Sirur
0.63,0.34,0.08,0.76,29_524_shc_2024-25.19014,316.0,3.27,115.0,0.2,65.0,8.5,16.104000000000006,75.73199999999825,0.12,8.0,Sirur
0.13,0.32,0.13,1.07,29_524_shc_2024-25.4134,281.0,1.36,120.0,0.21,34.0,35.7,16.104000000000006,75.91599999999782,0.16,8.1,Budihal (Inam)
0.46,0.55,0.12,1.52,29_524_shc_2024-25.17859,324.0,4.32,79.0,0.13,23.0,17.7,16.104000000000006,75.80999999999807,0.2,8.3,Sirur
0.93,0.65,0.13,2.65,29_524_shc_2024-25.11097,124.0,3.73,412.0,0.72,57.0,3.75,16.104000000000006,75.78799999999812,0.7,6.9,Sirur
0.26,0.32,0.06,0.78,29_524_shc_2024-25.4152,270.0,2.01,60.0,0.1,7.0,25.0,16.104000000000006,75.91199999999783,0.12,7.9,Budihal (Inam)
0.48,0.44,0.16,1.43,29_524_shc_2024-25.4845,304.0,2.72,138.0,0.24,29.0,25.7,16.104000000000006,75.91399999999783,0.16,7.8,Budihal (Inam)
0.52,0.57,0.2,0.44,29_524_shc_2024-25.8794,348.0,2.89,149.0,0.26,16.0,9.25,16.104000000000006,76.16199999999725,0.77,8.8,Jalakamaladinni
0.57,0.63,0.2,0.56,29_524_shc_2024-25.10013,292.0,2.0,171.0,0.3,16.0,6.0,16.104000000000006,76.16199999999725,0.86,7.7,Jalakamaladinni
0.75,0.6,0.21,1.68,29_524_shc_2024-25.15932,180.0,4.18,292.0,0.51,8.0,16.0,16.104000000000006,76.2279999999971,0.23,8.0,Karadi
0.46,0.7,0.31,1.2,29_524_shc_2024-25.1504,843.0,4.0,149.0,0.26,53.0,18.7,16.104000000000006,76.08599999999743,0.29,7.2,Ramawadgi
0.25,0.34,0.24,0.97,29_524_shc_2024-25.8080,877.0,3.0,161.0,0.28,18.0,20.2,16.104000000000006,76.08599999999743,0.27,7.4,Ramawadgi
0.57,0.58,0.23,1.6,29_524_shc_2024-25.9396,765.0,4.84,166.0,0.29,21.0,6.5,16.104000000000006,76.08599999999743,0.34,7.5,Ramawadgi
0.12,0.26,0.21,1.36,29_524_shc_2024-25.9408,439.0,2.76,103.0,0.18,17.0,20.2,16.104000000000006,76.08599999999743,0.22,7.4,Ramawadgi
0.47,0.6,0.31,1.71,29_524_shc_2024-25.9588,787.0,4.38,138.0,0.24,46.0,14.5,16.104000000000006,76.08599999999743,0.3,7.8,Ramawadgi
0.64,0.7,0.26,1.3,29_524_shc_2024-25.9590,787.0,8.46,138.0,0.24,11.0,13.7,16.104000000000006,76.08599999999743,0.44,7.3,Ramawadgi
0.36,0.48,0.27,1.1,29_524_shc_2024-25.9646,765.0,2.0,120.0,0.21,28.0,15.7,16.104000000000006,76.08599999999743,0.26,7.7,Ramawadgi
0.2,0.36,0.12,0.8,29_524_shc_2024-25.10126,326.0,2.25,223.0,0.39,11.0,22.7,16.106000000000005,75.81999999999805,0.14,7.4,Sirur
0.4,0.53,0.11,0.85,29_524_shc_2024-25.16306,315.0,4.64,189.0,0.33,15.0,20.2,16.106000000000005,75.81999999999805,0.29,7.0,Sirur
0.2,0.36,0.12,0.8,29_524_shc_2024-25.17171,326.0,2.25,224.0,0.39,12.0,22.2,16.106000000000005,75.81999999999805,0.14,7.4,Sirur
0.48,0.3,0.06,0.78,29_524_shc_2024-25.14536,292.0,2.14,109.0,0.19,12.0,27.5,16.106000000000005,75.91399999999783,0.11,7.1,Budihal (Inam)
0.36,0.26,0.06,0.7,29_524_shc_2024-25.4501,292.0,1.93,69.0,0.12,15.0,27.2,16.106000000000005,75.91199999999783,0.12,7.9,Budihal (Inam)
0.77,0.44,0.21,1.55,29_524_shc_2024-25.4346,247.0,3.48,298.0,0.52,16.0,9.0,16.106000000000005,75.7939999999981,0.68,8.2,Sirur
0.78,0.48,0.37,2.08,29_524_shc_2024-25.10999,292.0,2.86,366.0,0.64,29.0,9.0,16.106000000000005,75.7939999999981,0.62,7.7,Sirur
0.68,0.73,0.23,1.93,29_524_shc_2024-25.11164,281.0,3.0,389.0,0.68,20.0,9.5,16.106000000000005,75.7939999999981,0.55,7.3,Sirur
1.18,0.84,0.22,0.86,29_524_shc_2024-25.15832,202.0,3.15,263.0,0.46,15.0,21.0,16.106000000000005,75.97599999999768,0.14,7.6,Gangur
0.36,0.52,0.22,3.02,29_524_shc_2024-25.16449,245.0,1.32,356.0,0.62,30.0,16.2,16.106000000000005,75.93999999999777,0.29,8.66,Hiremagi
0.53,0.29,0.18,1.66,29_524_shc_2024-25.18498,256.0,2.01,332.0,0.58,20.0,13.1,16.106000000000005,75.93999999999777,0.34,8.71,Hiremagi
0.86,0.55,0.18,28.0,29_524_shc_2024-25.11627,168.0,2.71,332.0,0.58,21.0,17.2,16.106000000000005,76.09399999999741,0.26,8.1,Ramawadgi
0.97,0.66,0.2,2.36,29_524_shc_2024-25.12022,146.0,3.16,326.0,0.57,20.0,16.0,16.106000000000005,76.09399999999741,0.22,8.4,Ramawadgi
0.86,0.75,0.2,3.0,29_524_shc_2024-25.12023,146.0,3.26,332.0,0.58,25.0,17.0,16.106000000000005,76.09399999999741,0.18,7.1,Ramawadgi
0.66,0.36,0.1,0.48,29_524_shc_2024-25.9723,112.0,2.76,172.0,0.3,15.0,20.7,16.106000000000005,76.23199999999709,0.26,7.6,Karadi
0.72,0.86,0.13,0.6,29_524_shc_2024-25.10121,281.0,2.93,206.0,0.36,19.0,18.2,16.106000000000005,76.17399999999722,0.55,7.6,Manmathanal
0.7,0.37,0.08,0.28,29_524_shc_2024-25.16702,157.0,2.86,246.0,0.43,12.0,19.7,16.108000000000004,75.73199999999825,0.54,6.3,Lingapur
1.04,0.6,0.18,1.92,29_524_shc_2024-25.14224,67.0,5.45,218.0,0.38,14.0,35.2,16.108000000000004,75.91199999999783,0.31,7.8,Budihal (Inam)
0.99,0.67,0.18,4.55,29_524_shc_2024-25.14228,78.0,6.04,206.0,0.36,11.0,32.7,16.108000000000004,75.91199999999783,0.26,7.0,Budihal (Inam)
0.53,0.26,0.17,0.71,29_524_shc_2024-25.1816,214.0,1.13,132.0,0.23,22.0,11.7,16.108000000000004,75.90999999999784,0.12,7.5,Bevinal
0.59,0.2,0.1,0.47,29_524_shc_2024-25.3069,281.0,0.74,132.0,0.23,3.0,17.7,16.108000000000004,75.90999999999784,0.1,7.0,Bevinal
0.7,0.2,0.2,0.73,29_524_shc_2024-25.3337,213.0,0.77,143.0,0.25,20.0,11.5,16.108000000000004,75.90999999999784,0.12,8.1,Bevinal
0.31,0.23,0.16,0.69,29_524_shc_2024-25.18542,236.0,1.39,172.0,0.3,19.0,21.0,16.108000000000004,75.90999999999784,0.11,8.5,Bevinal
0.55,0.5,0.51,1.14,29_524_shc_2024-25.13704,180.0,2.15,297.0,0.51,23.0,23.5,16.108000000000004,75.93199999999779,0.56,8.98,Hiremagi
0.71,0.7,0.32,2.65,29_524_shc_2024-25.18300,132.0,2.11,312.0,0.53,23.0,16.6,16.108000000000004,75.93199999999779,0.46,8.36,Hiremagi
0.83,0.33,0.06,0.76,29_524_shc_2024-25.499,236.0,1.74,60.0,0.1,11.0,26.2,16.108000000000004,75.91399999999783,0.1,7.8,Budihal (Inam)
0.63,0.7,0.43,0.96,29_524_shc_2024-25.18677,166.0,2.31,287.0,0.5,22.0,19.5,16.108000000000004,75.93199999999779,0.39,8.6,Hiremagi
0.58,0.23,0.18,2.01,29_524_shc_2024-25.13700,218.0,3.09,361.0,0.63,28.0,20.1,16.108000000000004,75.93999999999777,0.25,8.21,Hiremagi
0.49,0.52,0.56,3.03,29_524_shc_2024-25.17705,221.0,1.73,356.0,0.62,21.0,16.9,16.108000000000004,75.93999999999777,0.61,8.66,Hiremagi
0.4,0.33,0.14,1.07,29_524_shc_2024-25.4758,258.0,1.65,120.0,0.21,12.0,22.0,16.108000000000004,75.91599999999782,0.14,7.5,Budihal (Inam)
0.76,0.19,0.16,0.53,29_524_shc_2024-25.2152,281.0,0.93,109.0,0.19,10.0,7.5,16.108000000000004,75.90599999999785,0.14,8.2,Bevinal
0.59,0.24,0.17,0.78,29_524_shc_2024-25.2666,225.0,1.11,132.0,0.23,11.0,18.2,16.108000000000004,75.90599999999785,0.12,7.8,Bevinal
0.78,0.2,0.15,0.84,29_524_shc_2024-25.3059,236.0,1.39,149.0,0.26,11.0,7.0,16.108000000000004,75.90599999999785,0.14,7.8,Bevinal
0.97,0.25,0.18,0.53,29_524_shc_2024-25.3348,213.0,1.23,120.0,0.21,18.0,14.5,16.108000000000004,75.90599999999785,0.14,8.2,Bevinal
0.59,0.24,0.17,0.78,29_524_shc_2024-25.6614,225.0,1.11,132.0,0.23,11.0,18.2,16.108000000000004,75.90599999999785,0.12,7.8,Bevinal
0.66,0.76,0.1,0.6,29_524_shc_2024-25.1505,348.0,2.1,275.0,0.48,85.0,9.0,16.108000000000004,76.08999999999742,0.34,8.2,Ramawadgi
0.37,0.8,0.1,0.95,29_524_shc_2024-25.1508,292.0,2.0,361.0,0.63,111.0,8.25,16.108000000000004,76.08999999999742,0.26,7.8,Ramawadgi
0.63,0.46,0.28,1.2,29_524_shc_2024-25.8081,281.0,1.86,252.0,0.44,63.0,26.5,16.108000000000004,76.08999999999742,0.5,7.8,Ramawadgi
0.31,0.76,0.1,0.76,29_524_shc_2024-25.8083,270.0,3.0,269.0,0.47,30.0,9.75,16.108000000000004,76.08999999999742,0.3,7.8,Ramawadgi
0.54,0.56,0.14,1.3,29_524_shc_2024-25.9411,270.0,1.77,315.0,0.55,75.0,15.5,16.108000000000004,76.08999999999742,0.6,7.8,Ramawadgi
0.31,0.37,0.12,0.77,29_524_shc_2024-25.9412,270.0,2.0,281.0,0.49,85.0,7.75,16.108000000000004,76.08999999999742,0.4,7.9,Ramawadgi
0.55,0.49,0.22,3.25,29_524_shc_2024-25.6961,146.0,3.77,310.0,0.54,24.0,31.0,16.108000000000004,76.23599999999708,0.44,8.4,Karadi
0.68,0.49,0.21,2.16,29_524_shc_2024-25.6964,157.0,3.48,292.0,0.51,20.0,44.0,16.108000000000004,76.23599999999708,0.34,8.2,Karadi
0.73,0.54,0.17,2.36,29_524_shc_2024-25.12248,146.0,3.58,310.0,0.54,25.0,46.0,16.108000000000004,76.23599999999708,0.26,7.4,Karadi
66.7,0.39,0.14,2.12,29_524_shc_2024-25.12280,135.0,3.95,332.0,0.58,23.0,0.16,16.108000000000004,76.23599999999708,0.21,8.0,Karadi
0.67,0.56,0.1,0.76,29_524_shc_2024-25.17148,90.0,2.66,166.0,0.29,54.0,18.7,16.108000000000004,76.19199999999718,0.46,8.0,Karadi
0.18,0.34,0.09,0.69,29_524_shc_2024-25.8672,123.0,1.29,212.0,0.37,24.0,6.25,16.108000000000004,76.18799999999719,0.46,8.5,Karadi
1.52,0.89,0.26,1.41,29_524_shc_2024-25.14092,214.0,0.54,312.0,0.53,31.0,15.2,16.110000000000003,75.57199999999862,0.32,7.69,Bandakeri
0.48,0.84,0.61,2.16,29_524_shc_2024-25.11069,326.0,2.77,309.0,0.54,25.0,19.0,16.110000000000003,75.7999999999981,0.63,7.6,Sirur
0.44,0.37,0.14,0.98,29_524_shc_2024-25.4856,236.0,1.33,201.0,0.35,26.0,19.0,16.110000000000003,75.91599999999782,0.14,7.3,Budihal (Inam)
0.46,0.26,0.14,2.76,29_524_shc_2024-25.15458,90.0,3.87,97.0,0.17,16.0,7.7,16.110000000000003,75.84799999999798,1.49,7.5,Kamatgi (CT)
0.68,0.92,0.12,2.93,29_524_shc_2024-25.11006,258.0,4.17,389.0,0.68,34.0,9.0,16.110000000000003,75.83399999999801,0.95,7.1,Sirur
4.25,1.56,0.15,2.84,29_524_shc_2024-25.11105,135.0,0.64,378.0,0.66,36.0,7.3,16.110000000000003,75.83399999999801,1.94,7.3,Sirur
0.93,1.5,0.16,2.64,29_524_shc_2024-25.11161,124.0,6.1,504.0,0.88,39.0,2.75,16.110000000000003,75.83399999999801,1.12,7.7,Sirur
0.38,0.24,0.2,0.57,29_524_shc_2024-25.7835,135.0,1.98,183.0,0.32,36.0,11.7,16.110000000000003,75.87399999999792,0.3,8.8,Timmapur
